agent_id,state,location,battery_level,money,carrying,nearby_agents
agent_5,Foraging,[30 21],69,50.0,False,0
agent_6,Foraging,[14 18],69,50.0,False,5
agent_7,Foraging,[16 23],69,50.0,False,7
agent_8,Foraging,[19 23],69,50.0,False,7
agent_9,Foraging,[17 23],69,50.0,False,7
agent_0,Returning to Base,[14 25],68,50.0,True,6
agent_1,Foraging,[24 21],68,50.0,False,1
agent_2,Foraging,[14 24],68,50.0,False,6
agent_3,Foraging,[15 22],68,50.0,False,7
agent_4,Foraging,[14 23],68,50.0,False,7
agent_5,Foraging,[31 21],68,50.0,False,0
agent_6,Foraging,[13 18],68,50.0,False,3
agent_7,Foraging,[15 23],68,50.0,False,7
agent_8,Foraging,[19 24],68,50.0,False,6
agent_9,Foraging,[16 23],68,50.0,False,7
agent_0,Returning to Base,[15 25],67,50.0,True,6
agent_1,Foraging,[24 22],67,50.0,False,1
agent_2,Foraging,[13 24],67,50.0,False,5
agent_3,Foraging,[14 22],67,50.0,False,7
agent_4,Foraging,[14 24],67,50.0,False,6
agent_5,Foraging,[31 22],67,50.0,False,0
agent_6,Foraging,[12 18],67,50.0,False,3
agent_7,Foraging,[14 23],67,50.0,False,7
agent_8,Foraging,[19 25],67,50.0,False,5
agent_9,Foraging,[15 23],67,50.0,False,7
agent_0,Returning to Base,[16 25],66,50.0,True,6
agent_1,Foraging,[24 23],66,50.0,False,0
agent_2,Foraging,[13 25],66,50.0,False,6
agent_3,Foraging,[14 22],66,50.0,False,7
agent_4,Foraging,[13 24],66,50.0,False,6
agent_5,Foraging,[30 22],66,50.0,False,0
agent_6,Foraging,[11 18],66,50.0,False,2
agent_7,Foraging,[14 24],66,50.0,False,6
agent_8,Foraging,[18 25],66,50.0,False,5
agent_9,Foraging,[14 23],66,50.0,False,7
agent_0,Returning to Base,[16 24],65,50.0,True,6
agent_1,Foraging,[24 24],65,50.0,False,0
agent_2,Returning to Base,[12 25],65,50.0,True,6
agent_3,Foraging,[15 22],65,50.0,False,7
agent_4,Foraging,[13 25],65,50.0,False,6
agent_5,Foraging,[31 22],65,50.0,False,0
agent_6,Foraging,[10 18],65,50.0,False,1
agent_7,Foraging,[14 25],65,50.0,False,6
agent_8,Foraging,[17 25],65,50.0,False,6
agent_9,Foraging,[14 24],65,50.0,False,6
agent_0,Returning to Base,[16 23],64,50.0,True,6
agent_1,Foraging,[24 25],64,50.0,False,0
agent_2,Returning to Base,[12 25],64,50.0,True,6
agent_3,Foraging,[15 23],64,50.0,False,6
agent_4,Returning to Base,[13 26],64,50.0,True,6
agent_5,Foraging,[32 22],64,50.0,False,0
agent_6,Foraging,[10 17],64,50.0,False,0
agent_7,Foraging,[13 25],64,50.0,False,6
agent_8,Foraging,[16 25],64,50.0,False,6
agent_9,Foraging,[13 24],64,50.0,False,6
agent_0,Returning to Base,[17 23],63,50.0,True,6
agent_1,Foraging,[24 26],63,50.0,False,0
agent_2,Returning to Base,[12 25],63,50.0,True,6
agent_3,Foraging,[14 23],63,50.0,False,6
agent_4,Returning to Base,[14 26],63,50.0,True,6
agent_5,Foraging,[33 22],63,50.0,False,0
agent_6,Foraging,[ 9 17],63,50.0,False,0
agent_7,Foraging,[13 26],63,50.0,False,6
agent_8,Foraging,[15 25],63,50.0,False,6
agent_9,Foraging,[12 24],63,50.0,False,6
agent_0,Returning to Base,[17 22],62,50.0,True,5
agent_1,Foraging,[24 27],62,50.0,False,0
agent_2,Returning to Base,[13 25],62,50.0,True,6
agent_3,Foraging,[13 23],62,50.0,False,6
agent_4,Returning to Base,[15 26],62,50.0,True,6
agent_5,Foraging,[34 22],62,50.0,False,0
agent_6,Foraging,[ 8 17],62,50.0,False,0
agent_7,Returning to Base,[12 26],62,50.0,True,5
agent_8,Foraging,[14 25],62,50.0,False,6
agent_9,Foraging,[11 24],62,50.0,False,5
agent_0,Returning to Base,[18 22],61,50.0,True,3
agent_1,Foraging,[24 28],61,50.0,False,0
agent_2,Returning to Base,[13 26],61,50.0,True,6
agent_3,Foraging,[12 23],61,50.0,False,5
agent_4,Returning to Base,[15 25],61,50.0,True,6
agent_5,Foraging,[35 22],61,50.0,False,0
agent_6,Foraging,[ 7 17],61,50.0,False,0
agent_7,Returning to Base,[11 26],61,50.0,True,5
agent_8,Foraging,[13 25],61,50.0,False,6
agent_9,Returning to Base,[10 24],61,50.0,True,4
agent_0,Returning to Base,[18 21],60,50.0,True,2
agent_1,Foraging,[24 29],60,50.0,False,0
agent_2,Returning to Base,[14 26],60,50.0,True,6
agent_3,Foraging,[12 24],60,50.0,False,5
agent_4,Returning to Base,[16 25],60,50.0,True,6
agent_5,Foraging,[36 22],60,50.0,False,0
agent_6,Foraging,[ 6 17],60,50.0,False,0
agent_7,Returning to Base,[12 26],60,50.0,True,5
agent_8,Foraging,[12 25],60,50.0,False,5
agent_9,Returning to Base,[11 24],60,50.0,True,5
agent_0,Returning to Base,[19 21],59,50.0,True,2
agent_1,Foraging,[24 30],59,50.0,False,0
agent_2,Returning to Base,[14 25],59,50.0,True,6
agent_3,Foraging,[13 24],59,50.0,False,5
agent_4,Returning to Base,[16 24],59,50.0,True,6
agent_5,Foraging,[37 22],59,50.0,False,0
agent_6,Foraging,[ 5 17],59,50.0,False,0
agent_7,Returning to Base,[13 26],59,50.0,True,5
agent_8,Returning to Base,[11 25],59,50.0,True,4
agent_9,Returning to Base,[12 24],59,50.0,True,5
agent_0,Returning to Base,[19 20],58,50.0,True,2
agent_1,Foraging,[24 31],58,50.0,False,0
agent_2,Returning to Base,[15 25],58,50.0,True,6
agent_3,Foraging,[13 25],58,50.0,False,5
agent_4,Returning to Base,[17 24],58,50.0,True,6
agent_5,Foraging,[38 22],58,50.0,False,0
agent_6,Foraging,[ 4 17],58,50.0,False,0
agent_7,Returning to Base,[14 26],58,50.0,True,5
agent_8,Returning to Base,[12 25],58,50.0,True,5
agent_9,Returning to Base,[13 24],58,50.0,True,5
agent_0,Foraging,[20 20],57,100.0,False,2
agent_1,Foraging,[24 32],57,50.0,False,0
agent_2,Returning to Base,[15 24],57,50.0,True,6
agent_3,Foraging,[13 26],57,50.0,False,5
agent_4,Returning to Base,[17 23],57,50.0,True,6
agent_5,Foraging,[39 22],57,50.0,False,0
agent_6,Foraging,[ 3 17],57,50.0,False,0
agent_7,Returning to Base,[14 25],57,50.0,True,6
agent_8,Returning to Base,[13 25],57,50.0,True,5
agent_9,Returning to Base,[14 24],57,50.0,True,6
agent_0,Foraging,[19 20],56,100.0,False,5
agent_1,Foraging,[24 33],56,50.0,False,0
agent_2,Returning to Base,[16 24],56,50.0,True,6
agent_3,Returning to Base,[13 27],56,50.0,True,5
agent_4,Returning to Base,[17 22],56,50.0,True,6
agent_5,Foraging,[39 22],56,50.0,False,0
agent_6,Foraging,[ 2 17],56,50.0,False,0
agent_7,Returning to Base,[15 25],56,50.0,True,6
agent_8,Returning to Base,[14 25],56,50.0,True,6
agent_9,Returning to Base,[15 24],56,50.0,True,6
agent_0,Foraging,[18 20],55,100.0,False,5
agent_1,Foraging,[24 34],55,50.0,False,0
agent_2,Returning to Base,[17 24],55,50.0,True,6
agent_3,Returning to Base,[13 26],55,50.0,True,5
agent_4,Returning to Base,[18 22],55,50.0,True,6
agent_5,Foraging,[39 22],55,50.0,False,0
agent_6,Returning to Base,[ 2 16],55,50.0,True,0
agent_7,Returning to Base,[15 25],55,50.0,True,6
agent_8,Returning to Base,[14 25],55,50.0,True,6
agent_9,Returning to Base,[16 24],55,50.0,True,6
agent_0,Foraging,[17 20],54,100.0,False,5
agent_1,Foraging,[24 35],54,50.0,False,0
agent_2,Returning to Base,[17 23],54,50.0,True,6
agent_3,Returning to Base,[14 26],54,50.0,True,5
agent_4,Returning to Base,[19 22],54,50.0,True,6
agent_5,Foraging,[39 23],54,50.0,False,0
agent_6,Returning to Base,[ 3 16],54,50.0,True,0
agent_7,Returning to Base,[16 25],54,50.0,True,6
agent_8,Returning to Base,[15 25],54,50.0,True,6
agent_9,Returning to Base,[17 24],54,50.0,True,6
agent_0,Foraging,[16 20],53,100.0,False,5
agent_1,Foraging,[24 36],53,50.0,False,0
agent_2,Returning to Base,[17 22],53,50.0,True,6
agent_3,Returning to Base,[15 26],53,50.0,True,5
agent_4,Returning to Base,[19 21],53,50.0,True,6
agent_5,Foraging,[39 24],53,50.0,False,0
agent_6,Returning to Base,[ 4 16],53,50.0,True,0
agent_7,Returning to Base,[16 24],53,50.0,True,6
agent_8,Returning to Base,[16 25],53,50.0,True,6
agent_9,Returning to Base,[17 23],53,50.0,True,6
agent_0,Foraging,[15 20],52,100.0,False,6
agent_1,Foraging,[24 37],52,50.0,False,0
agent_2,Returning to Base,[18 22],52,50.0,True,6
agent_3,Returning to Base,[15 25],52,50.0,True,6
agent_4,Returning to Base,[19 20],52,50.0,True,6
agent_5,Foraging,[39 25],52,50.0,False,0
agent_6,Returning to Base,[ 5 16],52,50.0,True,0
agent_7,Returning to Base,[17 24],52,50.0,True,6
agent_8,Returning to Base,[16 24],52,50.0,True,6
agent_9,Returning to Base,[18 23],52,50.0,True,6
agent_0,Foraging,[14 20],51,100.0,False,5
agent_1,Foraging,[24 38],51,50.0,False,0
agent_2,Returning to Base,[19 22],51,50.0,True,5
agent_3,Returning to Base,[16 25],51,50.0,True,6
agent_4,Foraging,[20 20],51,100.0,False,5
agent_5,Foraging,[39 26],51,50.0,False,0
agent_6,Returning to Base,[ 6 16],51,50.0,True,0
agent_7,Returning to Base,[17 23],51,50.0,True,6
agent_8,Returning to Base,[16 23],51,50.0,True,6
agent_9,Returning to Base,[18 22],51,50.0,True,6
agent_0,Foraging,[13 20],50,100.0,False,3
agent_1,Foraging,[24 39],50,50.0,False,0
agent_2,Returning to Base,[19 21],50,50.0,True,5
agent_3,Returning to Base,[16 24],50,50.0,True,6
agent_4,Foraging,[19 20],50,100.0,False,5
agent_5,Foraging,[39 27],50,50.0,False,0
agent_6,Returning to Base,[ 7 16],50,50.0,True,1
agent_7,Returning to Base,[17 22],50,50.0,True,6
agent_8,Returning to Base,[17 23],50,50.0,True,6
agent_9,Returning to Base,[19 22],50,50.0,True,5
agent_0,Foraging,[12 20],49,100.0,False,3
agent_1,Foraging,[24 38],49,50.0,False,0
agent_2,Returning to Base,[20 21],49,50.0,True,5
agent_3,Returning to Base,[17 24],49,50.0,True,6
agent_4,Foraging,[18 20],49,100.0,False,5
agent_5,Foraging,[39 28],49,50.0,False,0
agent_6,Returning to Base,[ 8 16],49,50.0,True,1
agent_7,Returning to Base,[18 22],49,50.0,True,5
agent_8,Returning to Base,[17 22],49,50.0,True,6
agent_9,Returning to Base,[19 21],49,50.0,True,5
agent_0,Foraging,[12 21],48,100.0,False,3
agent_1,Foraging,[24 39],48,50.0,False,0
agent_2,Foraging,[20 20],48,100.0,False,5
agent_3,Returning to Base,[17 23],48,50.0,True,6
agent_4,Foraging,[17 20],48,100.0,False,6
agent_5,Foraging,[39 29],48,50.0,False,0
agent_6,Returning to Base,[ 9 16],48,50.0,True,0
agent_7,Returning to Base,[18 21],48,50.0,True,5
agent_8,Returning to Base,[18 22],48,50.0,True,5
agent_9,Returning to Base,[20 21],48,50.0,True,5
agent_0,Foraging,[12 22],47,100.0,False,2
agent_1,Foraging,[23 39],47,50.0,False,0
agent_2,Foraging,[21 20],47,100.0,False,5
agent_3,Returning to Base,[17 22],47,50.0,True,5
agent_4,Foraging,[16 20],47,100.0,False,6
agent_5,Foraging,[39 30],47,50.0,False,0
agent_6,Returning to Base,[10 16],47,50.0,True,1
agent_7,Returning to Base,[19 21],47,50.0,True,5
agent_8,Returning to Base,[19 22],47,50.0,True,5
agent_9,Foraging,[20 20],47,100.0,False,5
agent_0,Foraging,[11 22],46,100.0,False,1
agent_1,Foraging,[22 39],46,50.0,False,0
agent_2,Foraging,[21 21],46,100.0,False,4
agent_3,Returning to Base,[18 22],46,50.0,True,5
agent_4,Foraging,[15 20],46,100.0,False,6
agent_5,Foraging,[39 31],46,50.0,False,0
agent_6,Returning to Base,[11 16],46,50.0,True,1
agent_7,Returning to Base,[20 21],46,50.0,True,5
agent_8,Returning to Base,[19 21],46,50.0,True,5
agent_9,Foraging,[20 19],46,100.0,False,5
agent_0,Foraging,[10 22],45,100.0,False,1
agent_1,Foraging,[21 39],45,50.0,False,0
agent_2,Foraging,[21 22],45,100.0,False,4
agent_3,Returning to Base,[19 22],45,50.0,True,5
agent_4,Foraging,[15 21],45,100.0,False,6
agent_5,Foraging,[39 32],45,50.0,False,0
agent_6,Returning to Base,[12 16],45,50.0,True,1
agent_7,Foraging,[20 20],45,100.0,False,4
agent_8,Returning to Base,[20 21],45,50.0,True,4
agent_9,Foraging,[20 20],45,100.0,False,4
agent_0,Foraging,[10 23],44,100.0,False,1
agent_1,Foraging,[20 39],44,50.0,False,0
agent_2,Foraging,[21 23],44,100.0,False,4
agent_3,Returning to Base,[19 21],44,50.0,True,5
agent_4,Foraging,[14 21],44,100.0,False,3
agent_5,Foraging,[38 32],44,50.0,False,0
agent_6,Returning to Base,[13 16],44,50.0,True,1
agent_7,Foraging,[20 19],44,100.0,False,4
agent_8,Foraging,[20 20],44,100.0,False,4
agent_9,Foraging,[20 21],44,100.0,False,4
agent_0,Foraging,[ 9 23],43,100.0,False,1
agent_1,Foraging,[20 38],43,50.0,False,0
agent_2,Foraging,[21 24],43,100.0,False,3
agent_3,Returning to Base,[19 20],43,50.0,True,5
agent_4,Foraging,[13 21],43,100.0,False,2
agent_5,Foraging,[38 33],43,50.0,False,0
agent_6,Returning to Base,[14 16],43,50.0,True,0
agent_7,Foraging,[20 18],43,100.0,False,4
agent_8,Foraging,[20 19],43,100.0,False,4
agent_9,Foraging,[20 22],43,100.0,False,4
agent_0,Returning to Base,[ 9 24],42,100.0,True,1
agent_1,Foraging,[19 38],42,50.0,False,0
agent_2,Foraging,[21 25],42,100.0,False,2
agent_3,Foraging,[20 20],42,100.0,False,4
agent_4,Foraging,[13 22],42,100.0,False,1
agent_5,Foraging,[37 33],42,50.0,False,0
agent_6,Returning to Base,[15 16],42,50.0,True,2
agent_7,Foraging,[21 18],42,100.0,False,4
agent_8,Foraging,[19 19],42,100.0,False,4
agent_9,Foraging,[20 23],42,100.0,False,4
agent_0,Returning to Base,[10 24],41,100.0,True,1
agent_1,Foraging,[18 38],41,50.0,False,0
agent_2,Foraging,[21 26],41,100.0,False,1
agent_3,Foraging,[19 20],41,100.0,False,4
agent_4,Foraging,[13 23],41,100.0,False,3
agent_5,Foraging,[36 33],41,50.0,False,0
agent_6,Returning to Base,[16 16],41,50.0,True,2
agent_7,Foraging,[22 18],41,100.0,False,2
agent_8,Foraging,[18 19],41,100.0,False,4
agent_9,Foraging,[20 24],41,100.0,False,4
agent_0,Returning to Base,[11 24],40,100.0,True,1
agent_1,Returning to Base,[17 38],40,50.0,False,0
agent_2,Returning to Base,[20 26],40,100.0,False,1
agent_3,Returning to Base,[18 20],40,100.0,False,4
agent_4,Returning to Base,[12 23],40,100.0,False,2
agent_5,Returning to Base,[36 34],40,50.0,True,0
agent_6,Returning to Base,[16 17],40,50.0,True,2
agent_7,Returning to Base,[22 19],40,100.0,False,3
agent_8,Returning to Base,[17 19],40,100.0,False,5
agent_9,Returning to Base,[20 25],40,100.0,False,2
agent_0,Returning to Base,[12 24],39,100.0,True,1
agent_1,Returning to Base,[17 37],39,50.0,False,0
agent_2,Returning to Base,[21 26],39,100.0,False,1
agent_3,Returning to Base,[19 20],39,100.0,False,5
agent_4,Returning to Base,[13 23],39,100.0,False,2
agent_5,Returning to Base,[35 34],39,50.0,True,0
agent_6,Returning to Base,[17 17],39,50.0,True,3
agent_7,Returning to Base,[21 19],39,100.0,False,4
agent_8,Returning to Base,[18 19],39,100.0,False,6
agent_9,Returning to Base,[20 24],39,100.0,False,4
agent_0,Returning to Base,[13 24],38,100.0,True,1
agent_1,Returning to Base,[17 36],38,50.0,False,0
agent_2,Returning to Base,[21 25],38,100.0,False,3
agent_3,Foraging,[20 20],80,50.0,False,5
agent_4,Returning to Base,[14 23],38,100.0,False,4
agent_5,Returning to Base,[34 34],38,50.0,True,0
agent_6,Returning to Base,[17 18],38,50.0,True,5
agent_7,Returning to Base,[21 20],38,100.0,False,5
agent_8,Returning to Base,[19 19],38,100.0,False,7
agent_9,Returning to Base,[20 23],38,100.0,False,6
agent_0,Returning to Base,[14 24],37,100.0,True,3
agent_1,Returning to Base,[17 35],37,50.0,False,0
agent_2,Returning to Base,[21 24],37,100.0,False,4
agent_3,Foraging,[19 20],79,50.0,False,7
agent_4,Returning to Base,[15 23],37,100.0,False,6
agent_5,Returning to Base,[33 34],37,50.0,True,0
agent_6,Returning to Base,[18 18],37,50.0,True,6
agent_7,Foraging,[20 20],80,50.0,False,7
agent_8,Returning to Base,[18 19],37,100.0,False,7
agent_9,Returning to Base,[20 22],37,100.0,False,7
agent_0,Returning to Base,[15 24],36,100.0,True,5
agent_1,Returning to Base,[17 34],36,50.0,False,0
agent_2,Returning to Base,[21 23],36,100.0,False,7
agent_3,Foraging,[18 20],78,50.0,False,7
agent_4,Returning to Base,[16 23],36,100.0,False,7
agent_5,Returning to Base,[33 33],36,50.0,True,0
agent_6,Returning to Base,[19 18],36,50.0,True,6
agent_7,Foraging,[20 21],79,50.0,False,7
agent_8,Returning to Base,[19 19],36,100.0,False,7
agent_9,Returning to Base,[19 22],36,100.0,False,7
agent_0,Returning to Base,[16 24],35,100.0,True,6
agent_1,Returning to Base,[17 33],35,50.0,False,0
agent_2,Returning to Base,[21 22],35,100.0,False,7
agent_3,Foraging,[17 20],77,50.0,False,7
agent_4,Returning to Base,[17 23],35,100.0,False,7
agent_5,Returning to Base,[32 33],35,50.0,True,0
agent_6,Returning to Base,[19 18],35,50.0,True,6
agent_7,Foraging,[20 20],78,50.0,False,7
agent_8,Returning to Base,[20 19],35,100.0,False,7
agent_9,Returning to Base,[19 21],35,100.0,False,7
agent_0,Returning to Base,[17 24],34,100.0,True,7
agent_1,Returning to Base,[17 32],34,50.0,False,0
agent_2,Returning to Base,[21 21],34,100.0,False,7
agent_3,Foraging,[16 20],76,50.0,False,7
agent_4,Returning to Base,[18 23],34,100.0,False,7
agent_5,Returning to Base,[31 33],34,50.0,True,0
agent_6,Returning to Base,[19 19],34,50.0,True,7
agent_7,Foraging,[19 20],77,50.0,False,7
agent_8,Foraging,[20 20],80,50.0,False,7
agent_9,Returning to Base,[20 21],34,100.0,False,7
agent_0,Returning to Base,[17 23],33,100.0,True,7
agent_1,Returning to Base,[17 31],33,50.0,False,0
agent_2,Returning to Base,[21 20],33,100.0,False,6
agent_3,Foraging,[15 20],75,50.0,False,7
agent_4,Returning to Base,[18 22],33,100.0,False,7
agent_5,Returning to Base,[31 32],33,50.0,True,0
agent_6,Returning to Base,[20 19],33,50.0,True,7
agent_7,Foraging,[19 19],76,50.0,False,7
agent_8,Foraging,[20 20],79,50.0,False,7
agent_9,Foraging,[20 20],80,50.0,False,7
agent_0,Returning to Base,[17 22],32,100.0,True,7
agent_1,Returning to Base,[17 30],32,50.0,False,0
agent_2,Foraging,[20 20],80,50.0,False,7
agent_3,Foraging,[15 21],74,50.0,False,6
agent_4,Returning to Base,[19 22],32,100.0,False,7
agent_5,Returning to Base,[31 31],32,50.0,True,0
agent_6,Foraging,[20 20],80,50.0,False,6
agent_7,Foraging,[19 18],75,50.0,False,7
agent_8,Foraging,[20 21],78,50.0,False,6
agent_9,Foraging,[21 20],79,50.0,False,6
agent_0,Returning to Base,[18 22],31,100.0,True,7
agent_1,Returning to Base,[17 29],31,50.0,False,0
agent_2,Foraging,[20 20],79,50.0,False,6
agent_3,Foraging,[14 21],73,50.0,False,4
agent_4,Returning to Base,[19 21],31,100.0,False,7
agent_5,Returning to Base,[31 30],31,50.0,True,0
agent_6,Foraging,[19 20],79,50.0,False,7
agent_7,Foraging,[19 17],74,50.0,False,7
agent_8,Foraging,[20 21],77,50.0,False,6
agent_9,Foraging,[21 21],78,50.0,False,6
agent_0,Returning to Base,[18 21],30,100.0,True,7
agent_1,Returning to Base,[17 28],30,50.0,False,0
agent_2,Foraging,[21 20],78,50.0,False,6
agent_3,Foraging,[14 22],72,50.0,False,5
agent_4,Returning to Base,[19 22],30,100.0,False,6
agent_5,Returning to Base,[30 30],30,50.0,True,0
agent_6,Foraging,[18 20],78,50.0,False,7
agent_7,Foraging,[19 16],73,50.0,False,4
agent_8,Foraging,[19 21],76,50.0,False,6
agent_9,Foraging,[21 22],77,50.0,False,7
agent_0,Returning to Base,[18 21],29,100.0,True,7
agent_1,Returning to Base,[17 27],29,50.0,False,3
agent_2,Foraging,[21 19],77,50.0,False,6
agent_3,Foraging,[13 22],71,50.0,False,3
agent_4,Returning to Base,[19 22],29,100.0,False,7
agent_5,Returning to Base,[30 29],29,50.0,True,0
agent_6,Foraging,[17 20],77,50.0,False,7
agent_7,Foraging,[19 17],72,50.0,False,5
agent_8,Foraging,[19 21],75,50.0,False,7
agent_9,Foraging,[20 22],76,50.0,False,7
agent_0,Returning to Base,[18 21],28,100.0,True,7
agent_1,Returning to Base,[17 26],28,50.0,False,5
agent_2,Foraging,[21 18],76,50.0,False,6
agent_3,Foraging,[12 22],70,50.0,False,2
agent_4,Returning to Base,[19 23],28,100.0,False,7
agent_5,Returning to Base,[29 29],28,50.0,True,0
agent_6,Foraging,[16 20],76,50.0,False,8
agent_7,Foraging,[19 18],71,50.0,False,5
agent_8,Foraging,[19 21],74,50.0,False,7
agent_9,Foraging,[19 22],75,50.0,False,7
agent_0,Returning to Base,[18 21],27,100.0,True,7
agent_1,Returning to Base,[17 25],27,50.0,False,6
agent_2,Foraging,[20 18],75,50.0,False,5
agent_3,Foraging,[12 23],69,50.0,False,2
agent_4,Returning to Base,[19 24],27,100.0,False,6
agent_5,Returning to Base,[28 29],27,50.0,True,0
agent_6,Foraging,[15 20],75,50.0,False,8
agent_7,Foraging,[19 19],70,50.0,False,7
agent_8,Foraging,[19 20],73,50.0,False,7
